"","hierarchy_level1","hierarchy_level2","week","y1","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
"3482","A11","1","2013-06-16",7.80902892962045,4.43062906713435,7.79117279964229,0,0,0,0,4.54839660132111,4.42161692163179,0,0,0.113291260469556,0.0626333014187782,0
"3483","A11","1","2013-03-17",7.71834512837855,4.12987491311522,8.30166363934087,0,0,0,0,4.5331070140219,4.39406078280349,0,0,0.113291260469556,0.0626333014187782,0
"3484","A11","1","2012-06-24",6.7043498882701,3.69774155792489,6.95040863873369,0,0,0,0,4.56581312769229,4.68280116480488,0.455877516339224,0,0.113291260469556,0.0626333014187782,0
"3485","A11","1","2012-11-11",7.42943591133788,3.61318416989683,7.92966050866036,0,0,0,0,4.49727982276371,4.23789029371099,0.285877516339224,0,0.333291260469556,0.0626333014187782,0
"3486","A11","1","2013-01-13",7.26077310347496,3.9786439433913,7.70788214527149,0,0,0,0,4.52103311959086,4.37181085941762,0,0,0.113291260469556,0.0626333014187782,0
"3487","A11","1","2012-07-29",7.37389412602554,3.61318416989683,7.30718057117936,1,0,0,0,4.50598280656532,4.66497263618901,0.455877516339224,0,0.123291260469556,0.0626333014187782,0
"3488","A11","1","2012-10-28",6.7083984767961,3.5525595480804,7.71963634931707,0,0,0,0,4.25521575623875,4.61905163104906,0.285877516339224,0,0.353291260469556,0.0626333014187782,0
"3489","A11","1","2012-02-05",7.09551444623607,3.72440980500706,7.85714857195821,0,0,0,0,4.58555112180485,4.57145471399254,0.455877516339224,0,0.383291260469556,0.652633301418778,0
"3490","A11","1","2013-10-27",7.74377330554788,4.19769750945398,7.93944851502652,0,0,0,0,4.58493535823859,4.48672649514702,0,0,0.113291260469556,0.0626333014187782,0
"3491","A11","1","2013-05-05",7.84272884806629,4.18116820750277,8.07266420125537,0,0,0,0,4.5407005556395,4.40783680617055,0,0,0.113291260469556,0.0626333014187782,0
"3492","A11","1","2012-08-12",7.54437710444337,3.382660511285,7.9993089029502,1,0,0,0,4.4675949409658,4.65769611641635,0.455877516339224,0,0.113291260469556,0.0626333014187782,0
"3493","A11","1","2013-02-03",7.2216454092511,3.84802376097423,7.6483937580961,0,0,0,0,4.52496497262476,4.3790533983698,0,0,0.113291260469556,0.0626333014187782,0
"3494","A11","1","2012-10-07",7.78453790961215,4.2299583716722,8.19663790775045,0,0,0,0,4.52659869296852,4.62698837346447,0.285877516339224,0,0.143291260469556,0.0626333014187782,0
"3495","A11","1","2012-07-15",7.34331715245625,3.84802376097423,6.95040863873369,1,0,0,0,4.51840326929147,4.67215348506557,0.455877516339224,0,0.133291260469556,0.0626333014187782,0
"3496","A11","1","2012-03-18",6.96530889058113,3.64217170677008,7.14382266518364,0,0,0,0,4.6086735392257,4.7429031016525,0,0,0.293291260469556,0.0626333014187782,0
"3497","A11","1","2012-02-12",7.24199320882337,3.82449326356404,7.7356866269947,0,0,0,0,4.62493163467616,4.50408260534242,0.205877516339224,0,0.363291260469556,0.0626333014187782,0
"3498","A11","1","2011-11-13",7.47925464168336,4.32093014987793,8.01113136796068,0,0,0,0,4.66410113275171,4.63391183129368,0,0,0.113291260469556,0.0626333014187782,0
"3499","A11","1","2013-02-10",7.65532617813215,3.75038529141032,7.91313120670915,0,0,0,0,4.52643544098873,4.38169051937819,0,0,0.113291260469556,0.0626333014187782,0
"3500","A11","1","2012-11-25",7.48484645494914,3.77570309939461,8.09143234676869,0,0,0,0,4.51725053141166,4.71072704991573,0.285877516339224,0,0.253291260469556,0.0626333014187782,0
"3501","A11","1","2011-10-30",7.80228581573556,4.16436108918639,7.91239019148443,0,0,0,0,4.66935123349489,4.64256180114038,0,0,0.113291260469556,0.0626333014187782,0
"3502","A11","1","2013-09-15",7.21436382367984,4.46885027995455,7.62099478390799,0,0,0,0,4.57285155512215,4.46536529915581,0,0,0.113291260469556,0.0626333014187782,0
"3503","A11","1","2012-04-08",6.9975945540791,3.77570309939461,7.86563440867958,0,0,0,0,4.59885101975319,4.7292656778756,0.205877516339224,0,0.123291260469556,0.0626333014187782,0
"3504","A11","1","2013-07-07",7.79821801351623,4.58663331561094,7.56959705633148,1,0,0,0,4.55285876011931,4.42967917698067,0,0,0.113291260469556,0.0626333014187782,0
"3505","A11","1","2012-04-22",6.81919871574974,3.89348613505099,7.05528407070507,0,0,0,0,4.59229961367413,4.72006963182825,0.205877516339224,0,0.113291260469556,0.0626333014187782,0
"3506","A11","1","2013-04-07",7.62185691869274,4.11217533601582,8.29788957523106,0,0,0,0,4.53634535882082,4.39984360251936,0,0,0.113291260469556,0.0626333014187782,0
"3507","A11","1","2012-03-11",6.77104126276877,3.58333120674715,6.98847222516448,0,0,0,0,4.61182645828532,4.7474078916293,0.205877516339224,0,0.343291260469556,0.0626333014187782,0
"3508","A11","1","2013-06-09",7.7344038676367,4.417556985567,7.7965973904532,0,0,0,0,4.5471180331431,4.41925834343912,0,0,0.113291260469556,0.0626333014187782,0
"3509","A11","1","2012-09-16",7.91539700203857,3.87101327919893,8.06442065425538,0,0,0,0,4.47793095029646,4.63791801190468,0.455877516339224,0,0.243291260469556,0.0626333014187782,0
"3510","A11","1","2012-03-25",6.81557552338032,3.67034258373678,7.02153308742537,0,0,0,0,4.60535978412226,4.73837792667821,0.205877516339224,0,0.173291260469556,0.0626333014187782,0
"3511","A11","1","2013-07-14",7.71539744754121,4.21395803032576,7.62347187212035,1,0,0,0,4.55460631795543,4.43277625057346,0,0,0.113291260469556,0.0626333014187782,0
"3512","A11","1","2013-04-14",7.74735368889289,4.14726665582709,8.31265276091647,0,0,0,0,4.53731482084537,4.40174474180994,0,0,0.113291260469556,0.0626333014187782,0
"3513","A11","1","2011-12-11",7.27348269107991,4.55273176393525,7.57011911324754,0,0,0,0,4.65322990567482,4.61598170965262,0,0,0.113291260469556,0.0626333014187782,0
"3514","A11","1","2013-10-20",7.50235035647801,4.24570672864034,7.72367313434588,0,0,0,0,4.58293150400352,4.4831978331478,0,0,0.113291260469556,0.0626333014187782,0
"3515","A11","1","2013-10-13",7.56603234651397,4.70194416212193,7.9252793406448,0,0,0,0,4.5809236262728,4.47965667558745,0,0,0.113291260469556,0.0626333014187782,0
"3516","A11","1","2012-05-06",6.65444348267369,3.69774155792489,6.90476579588882,0,0,0,0,4.58555112180485,4.71078823300282,0,0,0.173291260469556,0.0626333014187782,0
"3517","A11","1","2011-12-18",7.43139862050573,4.05711555883279,7.55804230592605,0,0,0,0,4.65034930451829,4.6112350694071,0,0,0.113291260469556,0.0626333014187782,1
"3518","A11","1","2012-01-01",7.58722856185271,4.18116820750277,8.31091254916593,0,0,0,0,4.39339372437171,4.60140141476332,0.205877516339224,0,0.153291260469556,1,0
"3519","A11","1","2012-12-16",7.88097442706136,4.2764783873071,8.29486003491848,0,0,0,0,4.49996574010782,4.71105374054261,0.285877516339224,0,0.163291260469556,0.0626333014187782,1
"3520","A11","1","2013-08-11",7.84791356480048,4.33531888733003,8.32229317669864,1,0,0,0,4.56266896537878,4.44720898330846,0,0,0.113291260469556,0.0626333014187782,0
"3521","A11","1","2011-12-04",7.77206373538698,4.417556985567,7.8147422181594,0,0,0,0,4.65595881221572,4.6206168970232,0,0,0.113291260469556,0.0626333014187782,0
